province_territory,municipality,source_class,canbics_class,street_view_url
bc,coquitlam,mup,multi_use_path,"https://www.google.com/maps/@49.2539877,-122.8157558,3a,75y,255.64h,78.23t/data=!3m9!1e1!3m7!1swUuCiwh5aApWH4lGSLAk_Q!2e0!7i16384!8i8192!9m2!1b1!2i39?entry=ttu"
on,cornwall,cycle track,bike_path,"https://www.google.com/maps/@45.0317977,-74.7902091,3a,75y,299.09h,78.08t/data=!3m7!1e1!3m5!1sycGAKp90ibZAKNP7K1Fs8w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DycGAKp90ibZAKNP7K1Fs8w%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D27.74615%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?entry=ttu"
on,cornwall,marked shared lane,major_shared_roadway,"https://www.google.com/maps/@45.0272473,-74.7025456,3a,75y,247.23h,64.94t/data=!3m7!1e1!3m5!1sIr7EpggCxp1ULbukMtqqsA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DIr7EpggCxp1ULbukMtqqsA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D247.09761%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,cornwall,paved shoulder with bicycle lane,major_shared_roadway,"https://www.google.com/maps/@45.0490504,-74.679028,3a,75y,328.13h,75.83t/data=!3m6!1e1!3m4!1sRzx6olOFZt7zncsmlHh8Aw!2e0!7i16384!8i8192?entry=ttu"
on,cornwall,multi-use recreational path,multi_use_path,"https://www.google.com/maps/@45.0219668,-74.6890353,3a,75y,59.68h,76.96t/data=!3m7!1e1!3m5!1sFTEFqn63ug65QkhbLc9OVw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DFTEFqn63ug65QkhbLc9OVw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D167.8761%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?entry=ttu"
on,cornwall,conventional painted bicycle lane,painted_bike_lane,"https://www.google.com/maps/@45.0215763,-74.7171893,3a,75y,86.63h,81.21t/data=!3m6!1e1!3m4!1s_YltKpwCIcsKA7Ayv53tog!2e0!7i16384!8i8192?entry=ttu"
on,cornwall,neighbourhood bikeway,local_street_bikeway,"https://www.google.com/maps/@45.0231827,-74.7241787,3a,75y,7.98h,79.87t/data=!3m6!1e1!3m4!1syS8VriodSHiGJfW1rGd-Sg!2e0!7i16384!8i8192?entry=ttu"
bc,courtenay,painted w/ buffer,shared_roadway,"https://www.google.com/maps/@49.6783383,-124.9841072,3a,75y,7.44h,84.36t/data=!3m9!1e1!3m7!1sAKeVXANMa65LmIrnyubrpg!2e0!7i16384!8i8192!9m2!1b1!2i39?entry=ttu"
bc,courtenay,mup,multi_use_path,"https://www.google.ca/maps/@49.710242,-124.9767474,3a,75y,228.85h,78.82t/data=!3m6!1e1!3m4!1sW1UajIvOS31lXhNwXwo9Qw!2e0!7i13312!8i6656?entry=ttu"
bc,courtenay,neighbourhood bikeway,local_street_bikeway,"https://www.google.ca/maps/@49.6941178,-124.9607167,3a,75y,230.17h,73.11t/data=!3m6!1e1!3m4!1sCafdspGAvr7UO4CebSboWQ!2e0!7i16384!8i8192?entry=ttu"
bc,courtenay,intersection improvement,not_classified,
bc,courtenay,other,not_classified,
bc,courtenay,protected bike lane,cycle_track,
qc,drummondville,piste cyclable (exclusif),cycle_track,"https://www.google.com/maps/@45.869331,-72.4894831,3a,75y,153.18h,78.04t/data=!3m7!1e1!3m5!1sL_oOA0pKednP3bhPjzuD9g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DL_oOA0pKednP3bhPjzuD9g%26cb_client%3Dsearch.revgeo_and_fetch.gps%26w%3D96%26h%3D64%26yaw%3D342.14447%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!5m1!1e3?entry=ttu"
qc,drummondville,bande cyclable (marquage),painted_bike_lane,"https://www.google.com/maps/@45.8816881,-72.4836895,3a,75y,121.77h,63.48t/data=!3m6!1e1!3m4!1skXP3aQlGqqMmlGR2zo9meA!2e0!7i13312!8i6656!5m1!1e3?entry=ttu"
qc,drummondville,voie partagée,shared_roadway,"https://www.google.com/maps/@45.9215137,-72.4929953,3a,75y,201.67h,66.2t/data=!3m6!1e1!3m4!1sEvThQIJHFf-hREAS5fNo0A!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
ab,edmonton,protected bike lane,cycle_track,"https://www.google.com/maps/@53.5481317,-113.541192,3a,75y,197.6h,87.01t/data=!3m6!1e1!3m4!1spIW4BGyy8lOZ7fizcDiJ9g!2e0!7i16384!8i8192?entry=ttu"
ab,edmonton,shared trail,gravel_trail,"https://www.google.com/maps/@53.5324872,-113.5321888,3a,75y,295h,84.43t/data=!3m8!1e1!3m6!1sAF1QipOEDQcr51QbBtqUElQMrzpt1Ua8EDOZBH6uGheT!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOEDQcr51QbBtqUElQMrzpt1Ua8EDOZBH6uGheT%3Dw203-h100-k-no-pi1.4599127-ya57.34006-ro1.4843602-fo100!7i3840!8i1920?entry=ttu"
ab,edmonton,shared roadway - lower traffic,local_street_bikeway,"https://www.google.com/maps/@53.5462013,-113.5408662,3a,75y,107.02h,74.82t/data=!3m6!1e1!3m4!1sUofyi67ASWZcs2DpJsOKOA!2e0!7i16384!8i8192?entry=ttu"
ab,edmonton,shared pathway,multi_use_path,"https://www.google.com/maps/@53.5309866,-113.5104816,3a,75y,220.25h,80.22t/data=!3m8!1e1!3m6!1sAF1QipOZQHyRZHByx9UlYXchldE1w7Ey7WOjdPmf9sqi!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOZQHyRZHByx9UlYXchldE1w7Ey7WOjdPmf9sqi%3Dw203-h100-k-no-pi2.2008655-ya39.648537-ro-9.979644-fo100!7i7680!8i3840?entry=ttu"
ab,edmonton,painted bike lane,painted_bike_lane,"https://www.google.com/maps/@53.5295651,-113.5306817,3a,75y,5.34h,75.61t/data=!3m6!1e1!3m4!1sWNBB7kCxJsJokePpAEq8zQ!2e0!7i16384!8i8192?entry=ttu"
ab,edmonton,contra-flow bike lane,painted_bike_lane,"https://www.google.com/maps/@53.5668221,-113.5411768,3a,75y,178.6h,92.54t/data=!3m6!1e1!3m4!1swKCN4-vJwEXHHFjxS4fhHA!2e0!7i16384!8i8192?entry=ttu"
ab,edmonton,shared roadway - higher traffic,major_shared_roadway,"https://www.google.com/maps/@53.5340684,-113.5103249,3a,75y,68.21h,81.09t/data=!3m6!1e1!3m4!1sbxLEPHfre6nIFtxneQc7ow!2e0!7i16384!8i8192?entry=ttu"
ab,edmonton,maintenance access,not_classified,
ab,edmonton,walkway / breezeway,not_classified,
ab,edmonton,bus / bike / taxi lane,major_shared_roadway,"https://www.google.ca/maps/@53.5408836,-113.5147668,3a,75y,88.13h,73.75t/data=!3m7!1e1!3m5!1st_A3c07Cxxkx-cdSCx2QMw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dt_A3c07Cxxkx-cdSCx2QMw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D140.75668%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?coh=205409&entry=ttu"
on,essex_county,shared  bike lane,painted_bike_lane,"https://www.google.com/maps/place/246+Lesperance+Rd,+Windsor,+ON+N8N+1W3/@42.3285693,-82.8904583,3a,75y,357.56h,84.64t/data=!3m7!1e1!3m5!1sF7kLN7DdHG_FOyojtSRtow!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DF7kLN7DdHG_FOyojtSRtow%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D78.57991%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x883ad54b714873ad:0x16430260eca67842!2s246+Lesperance+Rd,+Windsor,+ON+N8N+1W3!3b1!8m2!3d42.3286202!4d-82.8901165!16s%2Fg%2F11c14gk0jr!3m5!1s0x883ad54b714873ad:0x16430260eca67842!8m2!3d42.3286202!4d-82.8901165!16s%2Fg%2F11c14gk0jr?entry=ttu"
on,essex_county,designated  bike lane,shared_roadway,"https://www.google.com/maps/place/11969+Tecumseh+Rd+E,+Windsor,+ON+N8N+1L8/@42.3117154,-82.8923116,3a,75y,244.9h,85.33t/data=!3m7!1e1!3m5!1sd3bFDGanvMYfPlw-jZ3mMQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dd3bFDGanvMYfPlw-jZ3mMQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D176.06949%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m10!1m2!2m1!1s11969+Tecumseh+Rd,+Belle+River,+Essex+County,+ON!3m6!1s0x883ad5420abaf8b3:0xc9debd4e8e146528!8m2!3d42.3112868!4d-82.8922728!15sCjAxMTk2OSBUZWN1bXNlaCBSZCwgQmVsbGUgUml2ZXIsIEVzc2V4IENvdW50eSwgT06SARBnZW9jb2RlZF9hZGRyZXNz4AEA!16s%2Fg%2F11hc_3jkp3?entry=ttu"
nb,fredericton,bike lanes,painted_bike_lane,"https://www.google.com/maps/@45.9419237,-66.6585122,3a,75y,132.22h,69.1t/data=!3m7!1e1!3m5!1skoRBeh-2xfJMkTQ76KKMZA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DkoRBeh-2xfJMkTQ76KKMZA%26cb_client%3Dmaps_sv.share%26w%3D900%26h%3D600%26yaw%3D132.22453355211766%26pitch%3D20.901847595740946%26thumbfov%3D90!7i13312!8i6656?coh=205410&entry=ttu"
nb,fredericton,signed route,shared_roadway,"https://www.google.com/maps/place/996+Smythe+St,+Fredericton,+NB+E3B+3H2/@45.9472721,-66.6657486,3a,75y,206.92h,78.65t/data=!3m7!1e1!3m5!1snBJNbalYwa91u5Pt5EEKGg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DnBJNbalYwa91u5Pt5EEKGg%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D126.87113%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x4ca4226eb31ca095:0xd00463f57f11fb02!2s996+Smythe+St,+Fredericton,+NB+E3B+3H2!3b1!8m2!3d45.9471294!4d-66.6654719!16s%2Fg%2F11c2hdyx7s!3m5!1s0x4ca4226eb31ca095:0xd00463f57f11fb02!8m2!3d45.9471294!4d-66.6654719!16s%2Fg%2F11c2hdyx7s?entry=ttu"
qc,gatineau,accotement asphalté,major_shared_roadway,"https://www.google.ca/maps/@45.5184944,-75.5106571,3a,75y,81.06h,66.24t/data=!3m7!1e1!3m5!1sibisRLzgGL98CVAHYxhN-w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DibisRLzgGL98CVAHYxhN-w%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D148.6015%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?coh=205409&entry=ttu"
qc,gatineau,piste multifonctionnelle,multi_use_path,"https://www.google.ca/maps/@45.4561063,-75.6914257,3a,75y,112.74h,94.44t/data=!3m7!1e1!3m5!1sZFeYJovhQWD-Mq0nPB09YQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DZFeYJovhQWD-Mq0nPB09YQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D130.86696%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?coh=205409&entry=ttu"
qc,gatineau,sentier polyvalent,multi_use_path,"https://www.google.ca/maps/@45.4043711,-75.7757162,3a,75y,44.53h,71.88t/data=!3m8!1e1!3m6!1sAF1QipNE2WZFHBSZfxCml5odsPN0GZkGNpZ8BLi9F4dt!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNE2WZFHBSZfxCml5odsPN0GZkGNpZ8BLi9F4dt%3Dw203-h100-k-no-pi-2.0995142-ya267.30658-ro3.8471801-fo100!7i7680!8i3840?coh=205409&entry=ttu"
qc,gatineau,à compléter,not_classified,
qc,gatineau,autre,not_classified,
qc,gatineau,piste cyclable,cycle_track,"https://www.google.com/maps/@45.4337337,-75.7093593,3a,75y,36.91h,72.56t/data=!3m7!1e1!3m5!1sJiCtPtK5SiIsXswHuKM3fg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DJiCtPtK5SiIsXswHuKM3fg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D42.173473%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e4?entry=ttu"
qc,gatineau,jointure,painted_bike_lane,"https://www.google.com/maps/@45.4320649,-75.7095764,3a,75y,4.58h,57.18t/data=!3m7!1e1!3m5!1sNRQuyzNGpDVDzobWe3dbNA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DNRQuyzNGpDVDzobWe3dbNA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D1.3246566%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e4?entry=ttu"
qc,gatineau,bande cyclable,painted_bike_lane,"https://www.google.com/maps/@45.436505,-75.7831736,3a,75y,283.89h,59.05t/data=!3m7!1e1!3m5!1sHNdPU_DcP7wheaiW72tVSQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DHNdPU_DcP7wheaiW72tVSQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D15.850436%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
qc,gatineau,chaussée désignée,local_street_bikeway,"https://www.google.com/maps/@45.4440522,-75.7701316,3a,75y,311.32h,76.69t/data=!3m7!1e1!3m5!1sIUicDNkdw59kY87Myd0Asg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DIUicDNkdw59kY87Myd0Asg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D76.97394%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
on,greater_sudbury,shoulder,painted_bike_lane,"https://www.google.com/maps/place/2075+Regional+Rd+67,+Greater+Sudbury,+ON+P3B+1T1/@46.4906259,-80.9325774,3a,75y,91.58h,81.18t/data=!3m7!1e1!3m5!1sKzDO9Ttl5Jk8wOS7U_KH5g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DKzDO9Ttl5Jk8wOS7U_KH5g%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D189.3839%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m15!1m8!3m7!1s0x4d2f004231c6ab0f:0x5b53561e0d49e89d!2s2075+Regional+Rd+67,+Greater+Sudbury,+ON+P3B+1T1!3b1!8m2!3d46.490495!4d-80.9326113!16s%2Fg%2F11g0klnf6h!3m5!1s0x4d2f004231c6ab0f:0x5b53561e0d49e89d!8m2!3d46.490495!4d-80.9326113!16s%2Fg%2F11g0klnf6h?entry=ttu"
on,greater_sudbury,bike path,painted_bike_lane,"https://www.google.com/maps/place/2075+Regional+Rd+67,+Greater+Sudbury,+ON+P3B+1T1/@46.4906259,-80.9325774,3a,75y,106.19h,80.64t/data=!3m7!1e1!3m5!1sKzDO9Ttl5Jk8wOS7U_KH5g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DKzDO9Ttl5Jk8wOS7U_KH5g%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D189.3839%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m15!1m8!3m7!1s0x4d2f004231c6ab0f:0x5b53561e0d49e89d!2s2075+Regional+Rd+67,+Greater+Sudbury,+ON+P3B+1T1!3b1!8m2!3d46.490495!4d-80.9326113!16s%2Fg%2F11g0klnf6h!3m5!1s0x4d2f004231c6ab0f:0x5b53561e0d49e89d!8m2!3d46.490495!4d-80.9326113!16s%2Fg%2F11g0klnf6h?entry=ttu"
on,greater_sudbury,nan,not_classified,
on,greater_sudbury,sidewalk,not_classified,
on,greater_sudbury,trail,not_classified,
on,greater_sudbury,walkway,not_classified,
on,greater_sudbury,none,not_classified,
on,guelph,mup,multi_use_path,"https://www.google.com/maps/@43.5533568,-80.2934422,3a,75y,80.34h,88.36t/data=!3m6!1e1!3m4!1sQBsJlLqRK17CffGdTxmhTg!2e0!7i16384!8i8192?entry=ttu"
on,guelph,contraflow,not_classified,
on,guelph,crossride,not_classified,
on,guelph,left-turn curb cut,not_classified,
on,guelph,bike lane - intersection,not_classified,"https://www.google.com/maps/@43.542198,-80.2489104,3a,75y,309.18h,63.05t/data=!3m7!1e1!3m5!1sIet4iRKtZaMXX-OOtpG28w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DIet4iRKtZaMXX-OOtpG28w%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D38.903038%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,guelph,cycle track,painted_bike_lane,"https://www.google.com/maps/@43.5212203,-80.2319204,3a,41.1y,63.1h,83.89t/data=!3m6!1e1!3m4!1sTfIZ_im0lvVw1ZO-zB5wdA!2e0!7i16384!8i8192?entry=ttu"
on,guelph,bike lane - green,painted_bike_lane,"https://www.google.com/maps/@43.542198,-80.2489104,3a,75y,309.18h,63.05t/data=!3m7!1e1!3m5!1sIet4iRKtZaMXX-OOtpG28w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DIet4iRKtZaMXX-OOtpG28w%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D38.903038%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,guelph,bike lane,painted_bike_lane,"https://www.google.com/maps/@43.5464624,-80.2752733,3a,75y,144.99h,80.01t/data=!3m6!1e1!3m4!1suftKL83MxJy7BWHsXqM8KQ!2e0!7i16384!8i8192?entry=ttu"
on,guelph,signed route,shared_roadway,"https://www.google.com/maps/@43.5580606,-80.2796377,3a,75y,144.5h,84.74t/data=!3m6!1e1!3m4!1sGMq_cGMpjFYKknkmPMoqxA!2e0!7i16384!8i8192?entry=ttu"
ns,halifax,protbl,painted_bike_lane,"https://www.google.com/maps/place/1531+Lower+Water+St,+Halifax,+NS/@44.6452788,-63.5705276,3a,75y,327.73h,90t/data=!3m7!1e1!3m5!1sA5RvfTP4CUq5hYzGJa1TfA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DA5RvfTP4CUq5hYzGJa1TfA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D327.73245%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m13!1m7!3m6!1s0x4b5a23cb4e57082f:0xb4d2ef14bc75aa5!2s1531+Lower+Water+St,+Halifax,+NS!3b1!8m2!3d44.6452989!4d-63.5705548!3m4!1s0x4b5a23cb4e57082f:0xb4d2ef14bc75aa5!8m2!3d44.6452989!4d-63.5705548?entry=ttu"
ns,halifax,int_protbl,painted_bike_lane,"https://www.google.com/maps/place/1690+Bell+Rd,+Halifax,+NS+B3H+2Z3/@44.6455645,-63.5831869,3a,75y,121.76h,80t/data=!3m7!1e1!3m5!1svodcLcCiiQZhSWXFkbozhQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DvodcLcCiiQZhSWXFkbozhQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D209.52478%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x4b5a222db0f482ed:0x1a2a8bb5b4b9f420!2s1690+Bell+Rd,+Halifax,+NS+B3H+2Z3!3b1!8m2!3d44.6452845!4d-63.58341!16s%2Fg%2F11b8z5jql1!3m5!1s0x4b5a222db0f482ed:0x1a2a8bb5b4b9f420!8m2!3d44.6452845!4d-63.58341!16s%2Fg%2F11b8z5jql1?entry=ttu"
ns,halifax,int_quiet,shared_roadway,"https://www.google.com/maps/place/2555+Creighton+St,+Halifax,+NS+B3K+3S3/@44.6560559,-63.5909717,3a,75y,327.75h,88.93t/data=!3m7!1e1!3m5!1sRHQdtRZnAakJay0snV6ysA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DRHQdtRZnAakJay0snV6ysA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D41.90629%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x4b5a217c3e7c6815:0xab14d8e95af53538!2s2555+Creighton+St,+Halifax,+NS+B3K+3S3!3b1!8m2!3d44.6561524!4d-63.590854!16s%2Fg%2F11csp2d_gf!3m5!1s0x4b5a217c3e7c6815:0xab14d8e95af53538!8m2!3d44.6561524!4d-63.590854!16s%2Fg%2F11csp2d_gf?entry=ttu"
ns,halifax,mupath,multi_use_path,"https://www.google.com/maps/@44.6552885,-63.6563533,3a,75y,33.6h,79.33t/data=!3m10!1e1!3m8!1s2xFZMAgXv2EXBMk7o9SNiQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2xFZMAgXv2EXBMk7o9SNiQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D26.625278%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!9m2!1b1!2i28?entry=ttu"
ns,halifax,paintedbl,painted_bike_lane,"https://www.google.com/maps/place/531+Dunbrack+St,+Halifax,+NS+B3M+1M3/@44.6622785,-63.6539035,3a,75y,338.72h,86.49t/data=!3m7!1e1!3m5!1snc7V5PrGPuo6cK5XyT4PAA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dnc7V5PrGPuo6cK5XyT4PAA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D147.86876%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m9!1m2!2m1!1s531+Dunbrack+St!3m5!1s0x4b5a2056c80357c5:0x14cdb2005bd694e9!8m2!3d44.662232!4d-63.653875!15sCg81MzEgRHVuYnJhY2sgU3SSARBnZW9jb2RlZF9hZGRyZXNz4AEA?entry=ttu"
ns,halifax,paveshldr,shared_roadway,"https://www.google.com/maps/@44.625765,-63.6643915,3a,75y,354.98h,84.37t/data=!3m7!1e1!3m5!1sg-qoFbeFcKVVhcaBliCDZQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dg-qoFbeFcKVVhcaBliCDZQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D78.37495%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
ns,halifax,scdaylp,shared_roadway,"https://www.google.com/maps/@44.7103734,-63.3065159,3a,75y,176.49h,79.21t/data=!3m7!1e1!3m5!1sr5tiUlN7Bx8MgXcpQtRicQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dr5tiUlN7Bx8MgXcpQtRicQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D82.21985%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
ns,halifax,localstbw,local_street_bikeway,"https://www.google.com/maps/place/1891+Vernon+St,+Halifax,+NS+B3H+3N6/@44.6450875,-63.5926659,3a,75y,340.59h,80.31t/data=!3m7!1e1!3m5!1sW3vE2xKwKYao5DoRdbTJSw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DW3vE2xKwKYao5DoRdbTJSw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D97.88688%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x4b5a22299d566ed3:0x1906d5f5bb251114!2s1891+Vernon+St,+Halifax,+NS+B3H+3N6!3b1!8m2!3d44.6450681!4d-63.5924142!16s%2Fg%2F11c4wst61_!3m5!1s0x4b5a22299d566ed3:0x1906d5f5bb251114!8m2!3d44.6450681!4d-63.5924142!16s%2Fg%2F11c4wst61_?entry=ttu"
ns,halifax,brlocalrd,shared_roadway,"https://www.google.com/maps/place/2386+Beech+St,+Halifax,+NS+B3L+2X8/@44.6461578,-63.6032889,3a,75y,6.37h,78.82t/data=!3m7!1e1!3m5!1shX3ef_RsyO9VnfN_p4Hykg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DhX3ef_RsyO9VnfN_p4Hykg%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D69.410614%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m13!1m7!3m6!1s0x4b5a21866f460e4f:0x570bcf8f10edc6dc!2s2386+Beech+St,+Halifax,+NS+B3L+2X8!3b1!8m2!3d44.6461843!4d-63.6032885!3m4!1s0x4b5a21866f460e4f:0x570bcf8f10edc6dc!8m2!3d44.6461843!4d-63.6032885?entry=ttu"
ns,halifax,brmainrd,shared_roadway,"https://www.google.com/maps/place/2500+Brunswick+St,+Halifax,+NS/@44.6574113,-63.5881609,3a,75y,326.79h,81.65t/data=!3m7!1e1!3m5!1s4nCAQ5V7zbVJdTBSuZ02yw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D4nCAQ5V7zbVJdTBSuZ02yw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D163.63725%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x4b5a217c5396a53d:0x89ca7d91efc285e1!2s2500+Brunswick+St,+Halifax,+NS!3b1!8m2!3d44.6573136!4d-63.5881312!16s%2Fg%2F11f6dvsgr_!3m5!1s0x4b5a217c5396a53d:0x89ca7d91efc285e1!8m2!3d44.6573136!4d-63.5881312!16s%2Fg%2F11f6dvsgr_?entry=ttu"
